ImageName,Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
IMG_20210527_163141.jpg,DOWN,516.10577,246.54599,-211.45406,525.36884,236.4085,-185.1382,531.18512,237.41964,-185.06657,537.32416,238.28995,-185.03519,506.51685,234.19989,-193.43138,499.871,233.37343,-193.37553,493.25693,232.63944,-193.46498,542.42383,249.8502,-39.25734,481.40277,242.14468,-77.68893,524.64233,268.6567,-155.92995,501.51544,265.65024,-166.8105,589.85638,362.7284,22.66218,415.82648,343.91496,-17.44981,637.14117,484.12466,49.82279,373.46796,468.39575,-32.50109,662.08618,600.05561,-74.23417,361.04086,571.83342,-180.54686,676.49463,636.86543,-107.82877,349.37415,605.82951,-219.50127,661.8291,638.57624,-151.09767,366.02328,606.97356,-264.55923,650.74536,626.12013,-93.23879,376.65518,596.24047,-199.8914,551.33691,597.48866,11.52446,446.78873,592.57323,-10.97555,555.24036,793.32645,-125.10189,450.03568,794.70348,-74.36993,541.10901,1002.24044,-31.23373,451.28781,995.71087,27.4704,525.70782,1031.37184,-32.40737,455.97342,1022.39559,23.218,571.76227,1061.65505,-211.69185,460.77026,1058.38803,-162.79802
IMG_20210527_163144.jpg,DOWN,534.41827,241.8441,-174.9696,545.8559,230.85032,-151.87515,552.51709,232.2424,-151.81149,559.43134,233.49014,-151.72444,525.53198,227.82884,-159.01773,518.23108,226.76176,-158.97511,510.93665,225.77519,-159.06763,564.38403,247.05368,-22.83147,498.01794,236.54307,-54.61626,542.94965,265.86442,-124.81613,517.41321,261.68581,-134.06047,598.40607,364.95828,32.00026,434.70441,344.12959,-23.25041,619.86749,497.13515,65.65577,411.17804,478.72522,-18.24109,637.77484,612.25385,5.73083,403.65646,597.5282,-88.73377,650.08051,648.17236,-5.83438,392.8125,634.06879,-106.50152,641.6568,651.87129,-47.38577,405.42148,637.85701,-147.45802,629.77527,640.39232,-10.52445,416.75455,626.16606,-105.67161,559.57233,605.88618,15.62286,460.34491,601.12575,-15.14313,560.53857,805.15185,-34.78126,454.31473,813.71405,-62.46996,551.9704,1008.10083,44.43401,449.05939,1015.60632,37.59353,538.38202,1036.4165,42.45435,454.80563,1043.38461,34.94159,573.84692,1069.04306,-104.02839,441.52301,1077.50339,-128.61319
IMG_20210527_163146.jpg,DOWN,530.18274,254.91468,-164.40205,540.81018,240.99856,-145.58167,547.51831,241.30854,-145.53088,554.48065,241.47985,-145.48422,520.6853,240.38148,-149.35966,513.68408,240.01081,-149.31653,506.69843,239.7247,-149.43347,563.3006,250.75094,-20.1735,497.39642,248.02041,-34.33145,541.95709,275.32447,-114.14312,517.25842,274.25167,-118.14231,610.03143,363.42936,44.99231,443.71088,347.58252,5.53129,636.15863,494.46995,79.401,422.71133,480.40665,23.43863,650.54309,607.93667,3.02628,413.29636,600.51652,-51.38642,661.8252,643.29754,-18.2846,403.17175,636.90143,-67.03788,651.91016,644.82841,-60.33698,413.99103,639.70324,-113.00505,640.55371,633.44496,-14.03386,425.87585,628.2412,-69.62674,573.4621,609.97364,12.34502,472.83548,604.63124,-11.75264,570.75,808.40553,-62.27299,469.41956,813.55345,-58.15181,558.13184,1013.00694,13.25914,460.30716,1013.18267,41.41114,544.60278,1040.80052,10.0822,463.73553,1040.09098,38.05833,576.30151,1072.6387,-150.34282,462.05133,1072.93395,-133.24088
IMG_20210527_163149.jpg,DOWN,533.02014,247.91159,-142.21454,545.01721,236.02228,-122.79704,551.65051,236.76949,-122.77872,558.5332,237.37184,-122.76704,525.26007,234.68825,-125.12336,518.57086,234.20265,-125.08446,511.89893,233.79642,-125.19189,567.74506,248.82897,-3.58523,503.74118,243.43779,-13.24676,544.51825,269.82477,-95.08707,520.23938,267.75098,-97.84496,613.84216,362.94059,47.17554,449.39117,347.95686,18.8413,643.83728,491.64353,75.12991,427.789,479.15252,21.97749,657.81848,602.21113,9.16475,413.00024,594.12563,-62.00353,668.58673,637.14641,-10.04598,401.13416,628.7752,-82.46618,656.36743,638.61566,-50.37077,411.4249,632.41331,-126.22588,645.91888,626.99492,-6.71926,423.95944,621.62078,-81.35309,576.6355,609.94838,12.13839,476.92206,604.81654,-11.60178,579.11261,809.72683,-46.22894,469.17645,812.69656,-70.02875,570.92566,1013.82249,6.66871,464.67358,1015.83999,18.37057,556.87982,1042.55677,1.80775,471.4278,1043.24068,13.81253,595.73828,1072.47305,-148.10812,457.29343,1076.50535,-149.72961
IMG_20210527_163151.jpg,DOWN,531.53314,243.93897,-154.67812,542.34473,230.65693,-133.99834,548.99115,231.19379,-133.99155,555.90417,231.58806,-133.96326,522.23132,229.58179,-138.70399,515.198,229.07337,-138.68407,508.18951,228.64021,-138.78,563.80933,242.09872,-7.9025,498.4939,237.81257,-27.89705,542.72528,265.65683,-105.10432,517.90784,264.01766,-110.71723,610.46918,358.13414,47.28627,444.33826,343.89686,5.73667,640.70593,489.35804,70.405,425.63593,477.23836,2.83224,655.79614,604.10732,-7.22383,418.94629,591.6205,-94.4586,667.53149,640.14763,-29.55386,408.21573,628.50041,-123.29669,655.60669,641.2298,-68.22261,422.53915,630.58873,-165.44469,645.19586,628.82898,-23.50051,433.86746,618.61086,-113.07036,576.08795,603.2678,11.74343,474.09195,598.38215,-11.14803,578.77246,804.70331,-68.54387,464.19901,805.09344,-90.01022,572.68091,1015.21986,-7.29237,455.86633,1016.28307,-13.18032,560.33502,1043.63504,-12.04199,458.89722,1043.99693,-18.86762,592.92883,1076.67319,-177.99054,461.46527,1079.8076,-195.98558
IMG_20210527_163154.jpg,DOWN,542.75647,235.5632,-149.31992,553.16199,222.32502,-126.71583,559.8114,223.04998,-126.69057,566.73236,223.61971,-126.6657,532.6925,220.75835,-134.03896,525.33313,220.11137,-134.03307,517.99487,219.54307,-134.17676,572.59766,234.54237,4.93078,505.84256,228.8502,-28.96972,552.81714,257.90729,-98.04269,527.4046,255.67475,-107.6196,617.82202,350.43412,52.46375,444.43939,334.37735,0.44004,647.30078,482.76899,71.95039,420.79169,468.6797,-10.61897,662.60834,597.63722,-14.02844,413.14038,586.80031,-105.75327,674.18768,635.13677,-38.07334,401.67255,624.79152,-133.05547,661.44275,635.93312,-77.11283,417.39227,627.19466,-176.8205,650.54596,623.31056,-30.53316,429.69678,615.34269,-124.43886,583.66205,603.00834,19.06956,478.79736,599.02319,-18.45753,585.30865,802.29334,-46.13848,470.40472,807.42042,-79.26489,568.14496,1010.24435,6.64344,459.81219,1010.86464,-7.40629,550.94012,1040.65709,1.76212,463.58569,1039.38363,-14.18904,600.42468,1071.54635,-153.85872,460.22137,1072.52308,-189.1382
IMG_20210527_163156.jpg,DOWN,542.68512,237.74016,-146.02834,553.92548,225.25538,-128.0334,560.29633,226.06007,-127.93871,566.95923,226.70843,-127.8482,534.90723,223.479,-131.8967,528.27307,222.77307,-131.90271,521.65833,222.1516,-132.04323,575.35223,237.21295,-6.03591,513.22009,230.61548,-26.29708,553.25806,260.12243,-98.04112,529.85425,257.52022,-103.62183,622.44617,355.2072,52.28058,453.3909,332.87277,-3.29517,649.30975,488.87964,87.63095,428.54764,467.298,-1.14112,659.59741,603.29864,-10.96636,413.1972,591.82964,-67.23976,671.89771,642.1576,-41.28678,402.11566,627.07062,-78.81227,654.2583,641.66508,-80.05724,410.44708,632.39159,-128.37108,642.77118,628.15959,-27.02229,423.30237,622.46217,-86.36957,581.81982,595.85742,23.43498,477.30981,585.9121,-22.84831,584.71533,792.24786,-113.54118,464.58072,789.41595,-170.51874,576.6311,1014.29056,-96.29508,450.18109,1012.25216,-143.10542,562.42621,1047.94543,-105.91859,450.79474,1045.17991,-153.40997,603.06934,1067.30528,-272.5387,458.89627,1067.43204,-329.63763
IMG_20210527_163159.jpg,DOWN,516.25897,225.76701,-151.11513,529.39709,214.11926,-128.63815,536.53369,214.91696,-128.63712,543.95447,215.56406,-128.65752,508.67386,213.10405,-129.05338,501.74149,212.88295,-129.04398,494.79913,212.75371,-129.17174,555.45081,230.29663,-7.46973,488.08511,225.72649,-7.77738,529.84509,249.98351,-104.98221,503.5618,248.33763,-104.95633,604.15747,354.81501,39.19009,434.73114,341.1438,20.15594,634.72437,486.87671,55.11955,405.55811,476.31797,20.33206,646.97961,604.0378,-22.30775,384.72827,591.62087,-64.62431,656.99634,642.3003,-44.38242,371.37921,628.22224,-89.19017,643.77289,642.50696,-85.22544,384.25189,630.22541,-131.79839,633.68896,630.37593,-38.6032,397.06805,619.5284,-83.77579,563.21332,611.22114,15.38098,460.51819,606.09398,-14.79696,567.38324,816.62399,-22.62279,456.84906,821.29317,-40.99485,555.34485,1018.48647,87.76952,449.65314,1020.90906,87.28147,540.20959,1045.08024,88.48712,453.54245,1046.06136,86.69446,581.1955,1083.03931,-66.95352,451.69107,1086.88806,-86.2123
IMG_20210527_163201.jpg,DOWN,525.18066,219.61027,-170.55876,535.52942,206.58285,-145.90109,542.58026,207.07272,-145.85957,549.9314,207.41285,-145.82053,514.13116,206.02041,-152.14745,506.46829,205.84024,-152.12851,498.82571,205.74561,-152.24113,557.26825,220.77852,-11.13124,487.32712,218.27157,-39.14751,537.29498,243.51719,-119.05988,510.02072,242.5119,-126.9241,603.72894,345.30394,45.20125,430.36453,331.84887,-8.46968,634.99487,478.79905,71.75655,407.50653,468.73844,-12.49611,652.58539,594.67436,-3.51642,400.73309,584.03942,-107.14877,665.07281,632.36141,-22.73718,389.86368,622.46803,-137.76642,653.26929,634.26703,-63.76286,406.15472,623.08836,-176.63092,642.16315,621.68286,-20.49797,416.88336,610.49931,-124.55535,563.7511,601.89013,18.47675,459.05197,597.61664,-17.83391,567.06744,806.21328,-17.9445,456.57056,813.21165,-54.94461,563.70062,1018.01898,63.96017,449.45264,1023.3986,47.06809,549.46344,1048.1843,61.66081,453.53467,1051.59964,43.4586,596.49884,1080.46938,-101.14248,450.58792,1090.6976,-136.50612
IMG_20210527_163204.jpg,DOWN,511.16412,205.38136,-159.81554,522.88977,192.98583,-138.09756,529.88934,193.60376,-138.0321,537.17297,194.06805,-137.92014,501.85342,192.13086,-140.93143,494.64734,191.88608,-140.89874,487.47769,191.72519,-141.04247,546.92108,207.00698,-11.70661,478.46155,203.29476,-23.69767,523.83728,228.84658,-111.37885,497.74896,227.46093,-114.63802,595.63324,330.87597,46.87468,421.59402,314.69061,-0.43357,624.60205,465.93529,73.04398,394.51068,455.77778,-11.61145,642.02448,579.54284,-19.08652,379.44507,573.1565,-102.59893,654.68726,615.97852,-39.36803,366.9292,608.39696,-121.59595,642.90869,617.97966,-82.03886,378.62549,613.19214,-169.79565,631.28906,605.8608,-36.01588,393.01099,602.65605,-122.93004,554.48914,583.50464,16.489,449.31091,576.91978,-15.98193,553.86591,797.27178,-39.97758,444.867,800.32572,-77.83986,553.03589,1018.65391,-1.6878,434.4837,1017.78027,-13.65144,539.82306,1050.71387,-8.83654,438.13968,1047.08268,-20.99402,581.71454,1077.77921,-170.01965,436.08588,1080.43106,-197.4304
